id	target_txt	prediction
1248  ch_sg_1154.wav	und am wochenende gibt es dann auch einen temperatursturz	wir haben diesen antrag die schweizerten
374  ch_be_1009.wav	die alte tradition hat zum sinn die bösen geister zu vertreiben	wir haben diese antrag diesesen antragen diesen antragen
2318  ch_lu_1009.wav	die alte tradition hat zum sinn die bösen geister zu vertreiben	wir haben diese antragen diesen antrag der standten diesen antragen
123  ch_vs_0527.wav	hat die politik in den letzten jahren diesbezüglich versagt	wir haben diesen antrag die schweizerten diese sich die schweizen
44  ch_vs_0726.wav	ein knallgelber schmetterling flattert über die wiese	wir haben diesen sich die eine schweizerten
699  ch_gr_2162.wav	zum beispiel im raum walensee oder in st gallenappenzell	wir haben diesen antrag auf diesem antragen diesesen antragen
1909  ch_bs_0961.wav	fleisch war auf dem tisch der einfachen bürger eine seltenheit	wir haben diesesen sind diesesen sich diesen antrag diesesen antragen
784  ch_gr_0016.wav	beim schwimmen üblich ist ein einteiliger anzug mit ärmeln	wir haben diese sich die schweizigen der schweizerten und diese antragen
678  ch_gr_0365.wav	ausserdem wurde er einmal zu einer geldstrafe verurteilt	wir haben diesesen sich die schweizerten diese sich dieser auf diesesen auf der schweisen
1550  ch_ag_2363.wav	man grub die sterblichen überreste von sieben jungen männern aus	wir haben diesen sich dieser antrag diese schweizerten und diese antragen
2121  ch_lu_0475.wav	sie gehen gemeinsam frühstücken und treffen dabei auf hucks vater	wir haben diesesen auch diesen antrag diesesen antrag aber diesen kanton bern
33  ch_vs_0242.wav	am dienstag sonne wolken und schauer im wechsel	wir haben diesen antrag die schweizerten diesesen sich diese sich die schweisen
1749  ch_ag_1929.wav	uber eats weigert sich seine fahrer ordentlich zu versichern	wir haben diesen sich diese sich dieser andereiten unterstützen
5  ch_vs_1216.wav	ein paar kleine schönwetterwölkchen in den talschaften	sie haben diesen sich die eine schweisen der schweisen
1896  ch_bs_2385.wav	die meisten szenen und dialoge wurden improvisiert	wir haben diesen antragen diesen antragen die schweizen
2044  ch_bs_0609.wav	ihr vater habe das nicht so empfunden sagt milanovic	wir haben diesen antragen diesen antrag diesesen antragen
986  ch_zh_3726.wav	er wurde ein lebenslanger verehrer von hitler	wir haben diesen sich die eine schweizerten
702  ch_gr_2176.wav	zwar sei das leben für künstler in basel teurer als in berlin	wir haben diesen antrag diese sich die schweizerten
342  ch_be_0473.wav	in zürich heisst das frühlingsfest sechseläuten	sie haben sich die schweissen sich auf der schweisen
465  ch_be_2317.wav	ich ertrage die tragödie meines volkes	sie haben sich die schweisen die schweizen
553  ch_gr_0011.wav	sie baut ein nest legt eier und füttert ihre jungen mit pollen	wir haben diesen sich die eine schweizen diesen auf der standten auf der schweisen
2125  ch_lu_1227.wav	nach dem januar folgen mit februar und märz ein wenig wärmere zeiten	wir haben diesen antragen diesen antragen diesesen sich auf der standen
276  ch_be_1234.wav	der jura aber auch die voralpenregionen bleiben sonnig	wir haben diese antragen die schweizerten die auf der schweizen
596  ch_gr_0825.wav	ab eintausendneunhundertdreiundsechzig wurde die verwendung von radium verboten	wir haben diesen antrag die schweizerten diese sich dieser antragen
1225  ch_zh_1080.wav	darauf war als ordenszeichen eine axt in karminrot gestickt	wir haben diesen sich dass die schweizerten diese sich dieser auf der schweisen
1468  ch_sg_1812.wav	vor allem am samstag gibt in den bergen lokale regenschauer	wir haben diesen antrag diesesen antrag diesesen antragen
1400  ch_sg_0728.wav	lehm und samen stehen am openair wollishofen bereit	wir haben diesesen sind diesesen sich die eine schweizen
420  ch_be_1154.wav	und am wochenende gibt es dann auch einen temperatursturz	wir haben diesen sich die schweizigen diesen antrag der kanton
633  ch_gr_1456.wav	macron hat mit der reform viel zu verlieren aber auch viel zu gewinnen	wir haben diese antrag diesesen antrag diese schweizen
1332  ch_sg_1157.wav	sonst ein ziemlich sonniger tag über weite strecken	wir haben diesen sich dieser antrag diese sich dieser ausgesetzten
1142  ch_zh_3252.wav	über die stiftungen und ihre aufsicht sind sie aber doch präsent	wir haben diesen antrag die schweizerten diese sich die schweizen
829  ch_zh_3335.wav	nähere angaben zu den verfahren machte das fedpol nicht	wir haben diese antrag diesesen antrag der stattttion bereitschen
1412  ch_sg_0258.wav	ich befürchte dass die antenne krankheiten auslöst	wir haben diesen sich dieser antrag der schweizerten und diese antragen
150  ch_vs_2331.wav	er fettete die türklinke so das sie nicht mehr quitsche	wir haben diesen antrag die schweizerten
519  ch_be_2048.wav	ein zusätzliches problem sind die speziesunterschiede	sie haben diesen sich die eine schweizeiten der schweizen
2288  ch_lu_1792.wav	der überwiegende teil der kleidung ist schmutzig abgenutzt und voller löcher	wir haben diesen antrag die schweizerten diese sind diesesen sich diese sich die schweisen
2155  ch_lu_2248.wav	wir erwarten dass ihr ständig auf eure jüngeren geschwister aufpasst	wir haben diesen antrag die schweizerten diese sich dieser antragen
1389  ch_sg_1354.wav	die uiguren werden regelmässig durchsucht	sie haben diesen sich die schweisen diesen auf der statten sich der schweizen
193  ch_vs_2296.wav	die ersten elektrischen bügeleisen besassen noch keinen thermostat	wir haben diesen sich diesen antrag der schweizerten und diese antragen
144  ch_vs_2696.wav	was mit ziemlicher sicherheit masslos übertrieben war	wir haben diesen sich die eine schweisen der schweisen auf der schweisen
1393  ch_sg_2661.wav	wenn du dir einlass erzwingst ist zwischen uns alles aus	das ist eine sich dass das die schweizen dass der schweizen
1183  ch_zh_0363.wav	er stellte sich noch einmal zur wiederwahl und scheiterte	wir haben diesen antrag die schweizen diesen auf der statten
1630  ch_ag_1133.wav	es gibt sogar berichte wonach sie manchmal bienenstöcke betreten	wir haben diesen sich dass die schweizerten diesesen sich dieser auf der schweisen
740  ch_gr_1043.wav	der bahnhof hatte drei durchgehende gleise und ein ladegleis	sie haben diesen sich die eine schweizen der schweizen
1228  ch_sg_0909.wav	der sunrisepräsident sollte nicht zurücktreten	wir haben diesen antrag diesesen antrag diesesen antragen
592  ch_gr_0158.wav	die finanziellen mittel und den auftrag legt das parlament fest	wir haben diesen antrag die schweizerten
722  ch_gr_0598.wav	die sechsunddreissig jährige greta gysin zieht ins parlament ein	wir haben diesen sich dieser antrag diesese antragen
1541  ch_ag_2404.wav	laubrechen zum abfegen des laubs und grasschnitts vom rasen	wir haben diesen sich diese sich dieser antrag auf der stattten
841  ch_zh_3123.wav	sunrise werde dann besser positioniert sein um den wettbewerb zu fördern	wir haben diesen antrag diesesen antrag diesesen antragen
898  ch_zh_1480.wav	zunächst kommen aber ohnehin die rezepte des bundesrates ins parlament	wir haben diesen antragen diesen antragen diesesen sich auf der standen
74  ch_vs_1015.wav	dabei sind die leistungen des vorjahres ausschlaggebend	wir haben diesen sich die eine schweizen diesen auf der schweizen
928  ch_zh_3693.wav	solche belege sind indes nicht überall zu finden	wir haben diesen sich auf die schweizen
212  ch_vs_0278.wav	während dieser zeit durchdringt der branntwein den käse	wir haben diesen sich die eine schweissen diesesen sich diese sich die schweisen
1592  ch_ag_1708.wav	er warf die watte weg spülte das waschbecken mit viel wasser aus	wir haben diesen sich dass die schweizerten diese sich auf der statttion
624  ch_gr_0038.wav	noch sein vater animierte ralph voltz zum zeichnen	wir haben diesen sich diese sich die schweisen auf der schweizen
1239  ch_sg_1815.wav	am samstag freundlich aber immer wieder wolkenfelder	wir haben diesesen sich dieser antrag diesesen antragen diese antragen
644  ch_gr_1126.wav	diese männer betrachten frauen nur von der perspektive eines tieres	wir haben diesen auch diesen antrag diese antrag auf der antragen
954  ch_zh_1521.wav	bei den prognosen blieben wir aber vorsichtig auch aus erfahrung	wir haben diesen auch diesen antrag auf der stattten
985  ch_zh_3040.wav	aus einem allergischen schnupfen kann sich nach jahren ein asthma entwickeln	wir haben diesesen sich dieser antrag diesesen antragen
2256  ch_lu_2661.wav	wenn du dir einlass erzwingst ist zwischen uns alles aus	wir haben diese sich dass die schweizerten diesesen sich diese sich dieser bereichten
102  ch_vs_2052.wav	zwar löst man heute die billetts anders es gibt apps	wir haben diesen antrag diese sich dieser antrag der kanton bern
1125  ch_zh_2818.wav	das geld soll laut parmelin schon dieses jahr eingesetzt werden	wir haben diesen antrag auf diesen antrag diese antragen
909  ch_zh_3056.wav	auch die schürzen der mitarbeiter werden auf diese weise in indien produziert	wir haben diesen antragen diesen antragen diesen antragen
434  ch_be_2065.wav	in diesem stadium sind die insekten am einfachsten zu bekämpfen	wir haben diesen antrag die schweizerten diese sich die schweizerten
1731  ch_ag_2013.wav	vorerst keine antwort gab es von den herstellern brother und hp	wir haben diesen antrag diesesen antrag diese schweizen
357  ch_be_1223.wav	vor allem westeuropa und nordeuropa ist davon betroffen	wir haben diesen auf diesen antrag diesesen antrag auf diesesen andereiten
2297  ch_lu_0881.wav	auch unter den jüngsten masernfällen in der schweiz seien eingeschleppte erreger	wir haben diesen auch diesen antrag diesesen antrag diese antragen
1606  ch_ag_0953.wav	der neptun ist der planet der am weitesten von der sonne entfernt ist	wir haben diesen sich diese sich dieser antragen diesesen antragen
2273  ch_lu_2462.wav	bald gesellte sich orion zu ihnen und plantschte mit ihnen herum	wir haben diesen antragen diesen antragen diesesen sich dieser antragen
1024  ch_zh_2834.wav	sie begleiteten ausserdem die jonas brothers auf einem konzert	wir haben diese antrag diesesen antrag diesese antragen
1540  ch_ag_0207.wav	rückzugsräume sollen zu einem angenehmen arbeitsklima beitragen	wir haben diesen antrag diesesen antragen diesesen sich dieser antragen
1177  ch_zh_3130.wav	das sind rund zweihundert millionen franken mehr als in der vorjahresperiode	wir haben diesen antragen diesen antragen diesesen sich diesen antragen
37  ch_vs_0083.wav	jack nickt unterdessen dale zu	sie haben diesen sich die schweisen diesen auf der schweizen
110  ch_vs_2244.wav	um ihn abzulenken starre ich in mit besonders wütenden blick an	wir haben diesen antrag die schweizerten diese sich dieser auf der schweisen
1823  ch_bs_0786.wav	migros und coop arbeiten daran dass er bald günstiger wird	wir haben diesen antrag diesese antragen diesesen sich dieser antragen
1699  ch_ag_1862.wav	am frühen morgen minus fünf grad höchsttemperatur null grad	wir haben diesen antragen diesen antrag der stattion bereitschen
2279  ch_lu_2502.wav	reb hatte sich in seine decke gerollt und war ganz an die wand gerückt	wir haben diesen antrag diesesen antrag diese antragen
392  ch_be_2662.wav	sie erzwang ein lächeln und hatte mühe ruhig zu atmen	wir haben diesen antrag diese sind dieser antragen
1662  ch_ag_1709.wav	unter dem kleinen verchromten waschbecken in der ecke fand er alkohol	wir haben diesesen sich dass die schweizen dieser auf diesen antrag auf diesesen antragen
1544  ch_ag_1131.wav	sie war die enkelin von bettina und achim von arnim	wir haben diesen antragen diesen antragen diesen antragen
1496  ch_sg_1151.wav	und im mittelland haben wir zum teil einige nebelfelder	wir haben diese antragen diesen antragen diesen antragen
104  ch_vs_2287.wav	später stellte sich heraus dass der richter damals bestochen worden war	wir haben diesen antrag diese sich dieser andereiteren unterstützen
618  ch_gr_0762.wav	für die entsorgung gibt es professionell geführte kompostieranlagen	wir haben diesen antrag diesesen antrag diese antragen
860  ch_zh_1126.wav	diese männer betrachten frauen nur von der perspektive eines tieres	wir haben diesen sich dieser antrag der stattten sie dieser auf der stadten
509  ch_be_2262.wav	ruf doch nicht immer gleich aus das geht mir schon sehr auf die nerven	das ist eine sich dass die schweisen der schweizerten
1122  ch_zh_0558.wav	insgesamt gibt es also einen leichten rutsch nach grünlinks in der waadt	wir haben diesen auch diese antrag diesesen antragen
2137  ch_lu_0846.wav	es seien keine mutationen beobachtet worden was eine gute nachricht ist	wir haben diesen antrag diesesen antrag diese antragen
145  ch_vs_0917.wav	die erste sorge der briten gilt aber queen elizabeth	wir haben diesen sich diesen antrag diese schweizerten und diese antragen
1386  ch_sg_1803.wav	dazu wurden in den becken flachwasserzonen geschaffen	wir haben diese sich dass die schweizerten diese sich dieser auf der schweisen
59  ch_vs_1149.wav	der montag dann in den meisten regionen der schweiz sonnig	wir haben diesen antrag die schweizerten
346  ch_be_0329.wav	spätere fälle untergruben dieses urteil jedoch	wir haben diesen sich die schweizigen der schweizen
762  ch_gr_2211.wav	sie lernten alle fleissig und gingen nie weg	wir haben diesen antrag die schweizerten
1797  ch_bs_2580.wav	die kunden schwatzten und marie hatte ein scharfes gehör	wir haben diese antragen diesen antragen die schweizen
1269  ch_sg_2059.wav	das könnte laut der berghilfe existenzsichernd sein	das ist eine geschäfte dass diese schweissen auf der schweizen
1997  ch_bs_2182.wav	eine beschwerde beim bernischen obergericht war nötig	wir haben diesen antrag auf diesesen antrag diesesen auf diesen antragen
1843  ch_bs_1895.wav	die biodiversität sei dabei wie der eiffelturm in paris	wir haben diesen antragen diesen antragen
351  ch_be_2700.wav	du umarmst mich fest	das ist nicht eine schweisen
28  ch_vs_0518.wav	auch seine blätter werden als gemüse verwendet	sie haben diesen auf der schweisen auf der schweisen
1898  ch_bs_2636.wav	jetzt stottert und spuckt sie bloss wenn ich sie starten will	wir haben diesen sich dass die schweizerten
1054  ch_zh_3860.wav	von dort führen vier gassen strahlenförmig den berg hinunter	wir haben diesen sich diese sich die schweisen auf der schweisen
1095  ch_zh_1929.wav	uber eats weigert sich seine fahrer ordentlich zu versichern	wir haben diesen antrag diese sich die schweizerten
2035  ch_bs_0145.wav	sie lässt das auto in einen fluss stürzen und explodieren	wir haben diesen antragen diesen antragen diesesen sich dieser antragen
348  ch_be_1590.wav	er sei aber kein frauenverhinderer betonte er weiter	wir haben diesen auch diese antrag der schweizerten
498  ch_be_0529.wav	der ausgang der ständeratswahl in genf ist noch offen	sie haben diesen sich die schweisen die schweizerten und eine sich auf der schweisen
1846  ch_bs_2581.wav	sie schwatzten noch ein paar minuten lang dann beendeten sie das gespräch	wir haben diesen antrag auf diesen antragen
734  ch_gr_2204.wav	das steigert gemäss hermann die attraktivität der bundespolitik	wir haben diesesen sind dieser antragen diesesen sich dieser antragen
494  ch_be_0298.wav	auch vollkornbrot mit butter und käse ist zulässig	sie haben diesen sich die schweisen die schweizerten
230  ch_vs_1359.wav	wir haben eine europäische union und europäische entwicklungen	wir haben diesen sich die eine schweizen diesen auf der schweizen
1602  ch_ag_0172.wav	aber die diebe gehen nicht nur in rüeggisberg um sondern in der ganzen region	wir haben diesen antragen diesen antragen diesen antragen
998  ch_zh_0944.wav	die antarktis umfasst die um den südpol gelegenen land und meeresgebiete	wir haben diesen antragen diesen antragen diesesen sich dieser antragen
399  ch_be_0908.wav	google war unsere letzte hoffnung	sie haben sie die schweisen die schweisen
189  ch_vs_2719.wav	wer seinen fuss ungebeten auf unsere insel setzt ist tot	das ist eine schweisen dass das die schweisen auf der schweizen
1325  ch_sg_1194.wav	wir haben die dritte tropische nacht in folge	sie haben diesen sich die schweisen die schweizerten
1741  ch_ag_0406.wav	die kinder sind auffallend blass und oft schon nach kleinen anstrengungen erschöpft	wir haben diesen sich dass die schweizerten diesesen sich dieser auf der schweisen
2027  ch_bs_0353.wav	diese ernähren sich zunächst von heuschrecken und kleinen eidechsen	wir haben diesen antragen diesen antragen diesesen sind dieser antragen
188  ch_vs_2731.wav	auch der kater wurde von seinem lieblingsplatz verscheucht	die sind der schweisen der schweisen der schweisen auf der schweizen
1089  ch_zh_3441.wav	zweihundertfünfzigtausend franken kostet die belüftung des sees im jahr	wir haben diesen sich dass die schweizerten diese sich die schweizigen
2042  ch_bs_1503.wav	sarah bünter man muss den leuten alternativen bieten	wir haben diese antragen diesen antragen diese antragen
622  ch_gr_0986.wav	neben der personenbeförderung fand auch güterverkehr statt	wir haben diesen antrag die schweizerten diesen auf der statttion bereitschaften
2258  ch_lu_2113.wav	die six sieht sich gegenüber den amerikanischen techgiganten durchaus im vorteil	wir haben diese antrag diesesen antrag diesesen antragen
2230  ch_lu_1793.wav	die elektronik wird von einer platte aus kunststoff verdeckt und abgeschirmt	wir haben diesen auch diesen antrag diese schweizerten
2095  ch_lu_2128.wav	in chur hat sich das stimmvolk für eine neue brambrüeschbahn ausgesprochen	wir haben diesen antrag von diesem antrag diese antragen
2076  ch_lu_0266.wav	der rektor der wirtschaftsschule kv baden jörg pfister gibt sich gelassen	wir haben diesen auch diesen antrag diesesen antrag diese antragen
1988  ch_bs_1306.wav	viele seiner freunde seien durch aids gestorben sagt tree	wir haben diesen antragen diesen antrag der stattion bereitschen
1900  ch_bs_2150.wav	die gistandorte rheinfelden und wohlen fallen weg	wir haben diese antragen diesen antragen die schweizen
97  ch_vs_1567.wav	rotgrün tritt mit hans stöckli und regula rytz an	wir haben diese antragen diesen antragen diesen antragen
1844  ch_bs_0235.wav	vor allem am samstag gibt es in den bergen lokale regenschauer	wir haben diesen antragen diesen antragen diesesen sich dieser antragen
567  ch_gr_2376.wav	als man den brunnen noch nicht geschlossen hatte viel jemand herunter	wir haben diesen antragen diesen antragen diesesen sich auf der kanton bern
1659  ch_ag_1047.wav	die finanzierung des angebotes erfolgt durch sponsoren und bannerwerbung	wir haben diesen antrag die schweizerten diesesen sich dieser antragen
2317  ch_lu_2266.wav	du ruhst dich ausgerechnet jetzt aus obwohl wir gerade aufbrechen wollen	wir haben diesen auch diesen antrag diesesen antrag diesesen antragen
1969  ch_bs_2237.wav	coppola schaute sich noch andere unabhängige studios an	wir haben diesen antragen diesen antragen diesesen sich nicht eine steineren
1581  ch_ag_2217.wav	in einem vergleichsfliegen für die aeroflot schnitten beide typen gut ab	wir haben diesen auch diesen antrag diesesen antragen diesesen antragen
107  ch_vs_1771.wav	er kann nichts dafür es ist ihm halt eben aus der hand geglitten	sie haben diesen sich die schweisen der schweizerten
225  ch_vs_0709.wav	seine beute sind vor allem kleinere wasservögel wie enten	sie haben diesen sich die eine schweisen der schweisen auf der schweisen
1241  ch_sg_1829.wav	von schneeregen spricht man wenn es gleichzeitig regnet und schneit	wir haben diesen antrag diese sich diesen antrag diesesen antragen
1105  ch_zh_1040.wav	sie entspricht der anzahl der im computer erscheinenden laufwerke	wir haben diesen antrag diesem antrag diesesen antragen
1872  ch_bs_0196.wav	wir helfen uns gegenseitig wir arbeiten in teams und wir sind flexibel	wir haben diese sich dass die schweizerten diesesen sich diese sich die schweisen
1987  ch_bs_2169.wav	zudem müsste das referenztarifsystem angepasst werden	wir haben diesen antragen diesen antragen diesesen sich auf der stadten
591  ch_gr_1534.wav	das wiederum passte aber nicht so recht ins bild der neutralen schweiz	wir haben diesen sich diesen antragen diesen antragen
760  ch_gr_1056.wav	ausserdem hatte die stadt die höchste arbeitslosenquote im ganzen land	wir haben diesen antrag diesesen antrag diesesen antragen
2167  ch_lu_1147.wav	ein grosser teil darum von mittel und südeuropa sonniges und trockenes wetter	wir haben diese antrag diesesen antrag aber diesesen auf diesen antragen
1490  ch_sg_2100.wav	komplexe verpackungen werden immer schwieriger zum entsorgen	wir haben diesen antrag diesesen antrag diesesen antrag aber diesesen kanton bern
1838  ch_bs_2378.wav	die junioren auf dem fussballplatz fielen dauernd hin	wir haben diesen antrag diesen antragen diesen antragen
1755  ch_ag_1068.wav	die halbfinals wurden in hin und rückspiel das finale in einem spiel ausgetragen	wir haben diesen sich die eine schweizerten diesesen sich der stadten sich auf der schweisen
1943  ch_bs_0801.wav	manche zahnärzte arbeiten grundsätzlich mit sterilem wasser	wir haben diesen antragen diesen antrag diesesen antragen
1487  ch_sg_0065.wav	seine reifen drehten durch er rutschte zur seite	wir haben diesen antrag diesesen antrag diese schweizen
586  ch_gr_1509.wav	wir sind die zukunft und wollen mitbestimmen sagt simon köstinger	wir haben diesen sich dieser antrag diesese antrag diese antragen
1574  ch_ag_1285.wav	unterhaltung gibt's in mediatheken ebooks und webcommunitys	wir haben diese antrag diesesen antragen diesen antragen diesen antragen
1676  ch_ag_2562.wav	aber noch während ich schreite löst christiane sich in luft auf	wir haben diesen sich dass die schweizerten diesesen sich dieser antragen der kanton bern
203  ch_vs_1827.wav	hochnebelfelder über dem flachland beidseits der alpen	wir haben diese antrag diesesen antragen diesesen auf diesen antragen
1205  ch_zh_2951.wav	das sturmtief führte auch zu mehreren schäden am höchstspannungsnetz	wir haben diesen antrag diesesen antragen diesesen sich dieser antragen
1214  ch_zh_2774.wav	aus ihrer sicht handelt es sich um eine inakzeptable schwächung des artenschutzes	das ist eine sich dass das die schweizerten diesesen sich dieser auf der schweisen
2058  ch_lu_0662.wav	die grossmutter ass den kuchen und trank den wein und erholte sich wieder	wir haben diesen antragen diesen antragen diesesen antragen diese antragen
1227  ch_zh_2562.wav	aber noch während ich schreite löst christiane sich in luft auf	wir haben diesen sich die eine schweizen diesen auf der schweizen
1735  ch_ag_1240.wav	wie verarbeiten syrische theaterschaffende den krieg in ihrer heimat	wir haben diesen sich dass die schweizerten diesesen sich dieser auf der schweisen
1308  ch_sg_2662.wav	sie erzwang ein lächeln und hatte mühe ruhig zu atmen	wir haben diesen antrag diesesen antrag diesesen antragen
1007  ch_zh_0011.wav	sie baut ein nest legt eier und füttert ihre jungen mit pollen	wir haben diese antragen diesen antragen diesesen antragen
2319  ch_lu_2500.wav	sie können ruhig rauchen ich rieche das gern meinte becker nachdenklich	wir haben diese antrag diesesen antrag diese antrag diese antragen
1621  ch_ag_2407.wav	diese sind mit den schlagtönen e und g abgestimmt und werden von hand geläutet	wir haben diesen antragen diesen antragen diesesen antragen
1009  ch_zh_2174.wav	gegenüber kassensturz äussert sie sich aufgrund des laufenden verfahrens nicht	wir haben diesen antrag die schweizen diesen antrag der regierungsraten
340  ch_be_1779.wav	wir werden alle zusammen das laub gekehrt haben	wir haben diesen sich diese antragen
542  ch_be_1027.wav	die einrichtung eines nahverkehrs konnte keine rolle spielen	sie haben diesen sich die eine schweizen diesen auf der schweizen
1509  ch_ag_0367.wav	für die herkunft der bezeichnung<<unk>>eisbein<<unk>>gibt es unterschiedliche erklärungen	wir haben diesesen auch diesen antrag diesesen antrag diese antragen diesesen antragen
1277  ch_sg_2716.wav	der asphalt war hart und uneben	sie haben sich die schweissen sich der schweisen auf der schweisen
1743  ch_ag_2239.wav	der nis puk schrie ihn laut an und schwor sich zu rächen	wir haben diesen sich dieser antrag der schweizerten und diese antragen
109  ch_vs_0335.wav	sie werden traditionell am donnerstag vor aschermittwoch verspeist	wir haben diesen sich diesen antrag diese schweizertschaftscheiden
1172  ch_zh_3905.wav	oskar kalbfell war mit rosa kehrer verheiratet	wir haben diesen antrag die schweizerten diese sich die schweizerten
1579  ch_ag_2571.wav	viermal massnehmen und reisen in die stadt wo mich jemand schubst und sticht	wir haben diesen sich dass die schweizerten diesesen sich dieser antragen
333  ch_be_0261.wav	ja im nachhinein müsste man sagen man hätte mehr aufklären können	wir haben diesen sich die eine schweizen diesesen sich auf der schweizigen
1178  ch_zh_0439.wav	das polnische wort bedeutet<<unk>>fetzen lumpen<<unk>>	wir haben diesen antragen diesen antragen
1395  ch_sg_1383.wav	der kalte krieg stand an der wende	sie haben diesen sich die schweizigen der schweizen
1011  ch_zh_0762.wav	für die entsorgung gibt es professionell geführte kompostieranlagen	wir haben diesesen auch diesen antrag diesesen antrag aber diesen kanton bern
1559  ch_ag_0986.wav	neben der personenbeförderung fand auch güterverkehr statt	wir haben diesen antrag die schweizerten diese sich dieser auf der stadten auf der schweisen
224  ch_vs_1370.wav	er will ungarn öffnen für geschäfte mit russland und china	die schleichen wird eine schweisen die schweizerten und auf der schweisen
2276  ch_lu_0249.wav	in den letztgenannten drei ländern ist die teilnahme der arbeitslosen allerdings freiwillig	wir haben diesen antrag diesesen antrag diesesen antragen
1822  ch_bs_0962.wav	ein jäger wollte das tier erschiessen aber er verfehlte den hirsch	wir haben diesen antrag die schweizerten wieder auf der schweizen
794  ch_gr_0014.wav	sie stehen heute näher zum rathaus und dienen der offiziellen beflaggung	wir haben diesen sich diese sich dieser antrag der stattten
926  ch_zh_1053.wav	zentrifugiert und gefiltert erhält man den klaren apfelsaft	wir haben diesen antrag diesen antrag der statttion bereitschen
1572  ch_ag_1508.wav	mir war bewusst dass es nicht der ideale zeitpunkt ist für einen rücktritt	wir haben diesen antrag die schweizerten diese sich die schweizen
1799  ch_bs_0552.wav	freitagmitternacht läuft die eingabefrist für die kandidaten ab	wir haben diesen antrag diesesen antrag diese antragen
636  ch_gr_0006.wav	die dumme vulgäre komödie sei beschämend für alle beteiligten	wir haben diesen antrag diesesen antragen diesesen antragen
1768  ch_ag_0941.wav	die grössten städte englands sind london birmingham und manchester	wir haben diesen antragen diesen antragen diesesen sich auf der standen
818  ch_gr_0376.wav	als jugendlicher wollte besson allerdings noch meeresbiologe werden	wir haben diesen antrag diesesen antrag diese antragen diesesen antragen
1075  ch_zh_0825.wav	ab eintausendneunhundertdreiundsechzig wurde die verwendung von radium verboten	wir haben diesen antrag diesem antrag diesesen antrag aber diesen antragen
2098  ch_lu_0717.wav	er hat sich zu einem eindrücklichen urwald vor den toren der stadt zürich entwickelt	wir haben diesen antrag diesesen antrag diese antragen
918  ch_zh_1709.wav	unter dem kleinen verchromten waschbecken in der ecke fand er alkohol	wir haben diesen antragen diesen antragen diesesen antragen
1132  ch_zh_0000.wav	derzeit ist er in parasite dem siegerfilm von cannes zu sehen	wir haben diesen antragen diesen antragen diesesen sich auf der standen
1658  ch_ag_2228.wav	verwandlung das theater verwandelt sich in einen angenehmen garten	wir haben diesen antrag die schweizen diesen antragen
851  ch_zh_2573.wav	du schubst und schubst und schubst jetzt schubsen wir zurück mehr nicht	wir haben diese sich dieser antrag der schweizerten
2205  ch_lu_1797.wav	die verbleibenden zehn finsternisse verlaufen partiell mit abnehmender grösse	wir haben diesen antrag diesen antrag diesesen antragen
202  ch_vs_2269.wav	er schüttete den eimer aus als würde er das schon seit jahren machen	wir haben diesen sich dieser auf der schweisen auf der schweizen
1764  ch_ag_2005.wav	benjamin dubois ist der leiter der blockchainabteilung von nestlé	wir haben diesen antrag diesesen antrag diese antragen
839  ch_zh_1913.wav	mehr als ein drittel der schweizer bevölkerung leidet unter newsarmut	wir haben diesen antrag diese sind dieser antragen diesen antragen
823  ch_zh_0827.wav	der typische masernhautausschlag folgt erst vier tage später	wir haben diesen antrag diesese antragen diesesen sich dieser antragen
1587  ch_ag_1913.wav	mehr als ein drittel der schweizer bevölkerung leidet unter newsarmut	wir haben diesen auch diesen antrag der schweizerten und diese antragen
692  ch_gr_0205.wav	die verwendeten systeme sind der sozialen software zuzurechnen	wir haben diese sich dass die schweizerten diesesen sich dieser antragen
612  ch_gr_1642.wav	bei einem marathon führen bergabpassagen zum grössten muskelstress	wir haben diesesen sind diesesen sich die eine schweizeren
1251  ch_sg_2298.wav	für das bügeln kommen handelsübliche bügeleisen zum einsatz	wir haben diese sich dass die schweizerten diesesen sich diese sich die schweisen
2061  ch_lu_1540.wav	einerseits ist es schwierig für eine bewegung sich längerfristig zu organisieren	das ist eine sich dass das die schweizerten diesesen sich dieser sind dieser sich der schweisen
887  ch_zh_1319.wav	das königshaus hat jedoch bis heute grossen einfluss auch in der politik	wir haben diesen sich dass die schweizerten dieser auf der statten
907  ch_zh_1655.wav	die usa sind beim acht zu null zu stark	wir haben diesen sich diese sich die schweisen
1017  ch_zh_0986.wav	neben der personenbeförderung fand auch güterverkehr statt	wir haben diesen antrag diesesen antrag diese antrag diesesen antragen diesese antragen
792  ch_gr_0941.wav	die grössten städte englands sind london birmingham und manchester	wir haben diesesen sind diesesen sich diesesen auf diesesen sich die schweisen
1497  ch_sg_1179.wav	auch über den britischen inseln dreizehn bis vierzehn grad	wir haben diesesen auch diesesen antrag diesesen antrag diese stattttion bereiten
1330  ch_sg_1619.wav	im stream in der sport app sind sie ebenfalls live mit dabei	wir haben diesen auf diesen antrag auf diese statttion bereitschen
852  ch_zh_0402.wav	dazu werden spezielle farbraummetadaten übertragen	wir haben diesen antragen diesen antrag diesesen antragen
1046  ch_zh_3109.wav	die jeweils zwanzigminütigen folgen sind emotional und packend	wir haben diesen antragen diesen antragen diesesen antragen
