id	target_txt	prediction
1229  ch_lu_0272.wav	die hülsenfrüchtler wie bohnen und erbsen folgen an zweiter stelle	teilsefrichtlich wie bohnen lärztlich folgen diesen zweiten stellen
881  ch_sg_1542.wav	ist das illusion oder notwendigkeit	das geschäft die motion oder eine gewendigkeit
957  ch_ag_1053.wav	zentrifugiert und gefiltert erhält man den klaren apfelsaft	zu ändern vergiert entfieden hat dann kommt man den klärungen geschäft
994  ch_ag_0017.wav	den spielern machte der reisestress nach dem spiel nichts aus	das spieler hat das gesetz viele also auch ein spielmut gemacht
63  ch_vs_2245.wav	das oberste gericht hob diesen ausschluss aber auf	auch bis der gericht ist diesen ist ein senerisch gekommen
659  ch_zh_2947.wav	denn bei sehr starkem regen kommt der boden schneller ins rutschen	liebe zuerst darfen rage ich und den gottes nachher sutzen
822  ch_sg_2265.wav	ja ich ruhe mich gerade aus nach was sieht es denn sonst aus	ich muss nachher gesetzt insrustösse
1126  ch_bs_0779.wav	lasst geäst und laub also ruhig einfach mal liegen	hinter ist dann habe auch ein veruhlt einfach mennen mouto
387  ch_gr_0764.wav	in der schweiz gibt es nur noch dreitausend brutpaare so frei	in der schweiz gibt es nicht mehr brudt bern sollen frei
1133  ch_bs_2146.wav	das bundesamt für bevölkerungsschutz hat sie unterstützt	das bundesamt der bevölkerungsstötz hat sie unterstützt
1167  ch_bs_0627.wav	rotkäppchen nickte und machte sich auf den weg	das ruft hat eigentlich nicht zur phin gemacht
1212  ch_lu_1965.wav	im betrieb macht er den powernap auf der betriebseigenen toilette	dann betreffend dieses pauenlage auf den gredseigenen welches
485  ch_zh_2162.wav	zum beispiel im raum walensee oder in st gallenappenzell	zum beispiel im raum wahren sie auch in sancalapeziell
1046  ch_ag_1903.wav	jährlich wanderten netto noch immer fünfzigtausend menschen in die schweiz ein	ja auch anderen argumente nach wichtig dieser gleichen zu seitzen
205  ch_be_2511.wav	gleich darauf schämte er sich	gerade der fdp hat sich gesamt
964  ch_ag_0365.wav	ausserdem wurde er einmal zu einer geldstrafe verurteilt	zudem ist es anders so einer darstelle fruchtabworfen
896  ch_sg_0649.wav	das hörte der jäger der an dem haus vorbei ging	ich gebe die planungserklärung 1 von eingegangen
364  ch_gr_1718.wav	du wendest den wagen und fährst ihn hinter patsys haus	du wenn ist der weg und wer sondern den zuerst haus
936  ch_sg_1353.wav	mit steuergeld gegen die eu zu wettern ist dumm	nun zu diesen teilen zu fettern ist deshalb
903  ch_sg_2512.wav	sie schämte sich für ihre voreilige bemerkung	sie hat sich für eine vorteilung benäge gesagt
1158  ch_bs_1513.wav	hoffen sie auch auf ausländische käufer ihrer idee	hoffen sie auf unsentzen sind die keichen für jene igh
117  ch_vs_0907.wav	für bluetoothkopfhörer ein überaus guter wert	vermutschüffen für die juberist gegenwärt
98  ch_vs_2527.wav	ich schiele angewidert hinein und wische es brüsk zur seite	die fehlenabbildung ein wir ist es grossrat aufzeiten
517  ch_zh_0365.wav	ausserdem wurde er einmal zu einer geldstrafe verurteilt	ausserdem ist er einhalten wir die ergebungstrafvorbeit worden
346  ch_gr_1291.wav	als kind habe ich die kummerbubenserie gesehen bei den nachbarn	auch das kind habe ich kundebar was sie benachbar gesehen
0  ch_vs_2046.wav	dazu genügt es ein smartphone anzurufen	es gibt genügend man es machen aktiten
905  ch_sg_1755.wav	noch einen schritt näher und ich zerreisse das pergament	noch einzelsprecherinnen und die kerdiff dagelehnt
1008  ch_ag_1678.wav	auch bei vier weiteren fällen sind die laboruntersuchungen noch ausstehend	eben hier erweiteren fassen emgegenrung einen solchen aus
1104  ch_bs_1880.wav	nullgradgrenze um zweitausenddreihundert meter	mehr grat kränzen sind fehlt unserer dreihenden mitten
694  ch_sg_0262.wav	sie alle interessieren sich für die google cloud	sie haben alle interessiert sicher guren geklärt
1058  ch_ag_2575.wav	es war als hätte man ein denkmal vom sockel geschubst	als es ist immer ein dank nach wie solchen geschäft
736  ch_sg_1035.wav	trotzdem wurde auch noch ein wohnflügel angebaut	kurz dann ist eine löhnliche löhnliche appelt
995  ch_ag_0003.wav	der sass auch im april wieder zuverlässig auf seinem heissen stuhl	das ist eine problem wir den zuverlässigen auf dauergesasten
582  ch_zh_2389.wav	ja ich glaube jetzt habe ich das verstanden	dann fahlen zu einem versonden
345  ch_gr_0819.wav	doch warum verlost die pharmafirma überhaupt therapien	da wäre für die firmenfirmen überhaupt grabien
130  ch_vs_0053.wav	er hört den lehrern im unterricht nie zu	per lösungsantrag lehren haben wir unterricht mehr gesehen
530  ch_zh_1090.wav	er war mitbegründer des lettischen bauernverbands	haben es mitbegründen des letters eine bruhefedamt gewesen
925  ch_sg_2664.wav	wenn es aber stürmt und schneit ist der frühling nicht mehr weit	wie eben stientings nehmen ist der velleicht nicht
411  ch_gr_0558.wav	insgesamt gibt es also einen leichten rutsch nach grünlinks in der waadt	insgesamt gibt es also nicht den rutsch nach prlemlängs und bereit
795  ch_sg_1989.wav	und ein junge weiss schon jetzt dass er einmal informatiker werden möchte	wir haben schon jetzt dass einmal informatiken informatikel werden möchte
468  ch_zh_4076.wav	altpapier in papiersäcke stecken ist zwar praktisch aber falsch	die papierung der pierre nicht zu decken ist das praktisch ebenfalls
1222  ch_lu_1805.wav	die meisten der siedler waren handwerker und hatten nur wenig ahnung vom weinanbau	die meisten der firmen sind handrecht und hat man wenig anliegen des ebaus
115  ch_vs_0085.wav	aber richtung norden und westen da haben wir doch schon viele regenwolken	eine berichtung in hurigen investen haben wir durchführen viele herbewurfen
1078  ch_ag_0772.wav	indem er bäche staut tritt das wasser über die ufer und überschwemmt das ackerland	wir wollen einen bachshalt für die zasser übertraufen und oganisatzaken land
806  ch_sg_1235.wav	dort besteht kaum chance für sonne der nebel bleibt eben liegen	dock dann stecken wir das affessionär genädebleib der belitte
1094  ch_bs_0368.wav	er führte auch das servieren von eiscreme bei nachmittäglichen empfängen ein	auch nicht als sevieren verkehrzervinomindatrich ampfang augeführt
286  ch_be_2506.wav	er rülpste fiel wieder zur seite und schnarchte sofort weiter	er hat gearbeitet ist auf die seite geschnärkt
74  ch_vs_2721.wav	die musen sind geister und manchmal erscheinen sie ungebeten	dann muss auch ein entgester pensientastinanzierung debatte
697  ch_sg_0538.wav	der ehemalige hotelier im zentrum des impeachmentsturms	der ehemale kateller im zusammenkommen im plitzmustan
429  ch_zh_0628.wav	im wald traf sie auf den grossen bösen wolf	im weiteren kann zu den grossen bse leufen troffen
623  ch_zh_2808.wav	ein weg mit unsicherheiten beispielsweise wegen der wirtschaftsentwicklung	dann werden wir unsicherheiten für die spjusopsafraktion die wirtschaftsentwicklung
668  ch_zh_2984.wav	charlotte von hessenkassel galt als schwierig und widerspenstig	das erlöpflichsekession haben alsführungen die gespenste gürgen
1319  ch_lu_2102.wav	in der schweiz produzieren über fünfhundert unternehmen teile für die autoindustrie	die in der schweizpomentierung in den finanzierungen in den finanzierungen teilweise
1236  ch_lu_2115.wav	swisscom sei auf kurs eine bevölkerungsabdeckung von neunzig prozent zu erreichen	swissskommen sie auf kurs im bevölkerungsabdeckung von insprozent zu reichen
1074  ch_ag_1450.wav	diese untersuchung wird zunehmend belastend für den usaussenminister	die untersuchung wird zulangen belassend für den ues auf vermuster
369  ch_gr_1903.wav	jährlich wanderten netto noch immer fünfzigtausend menschen in die schweiz ein	jährlich sind mit den 5 gemeinden im schweiz eingewändert
889  ch_sg_0674.wav	wenn man weniger düngt als die pflanzen brauchen wachsen sie weniger	wenn man weniger als planungserklärungen wechseln zu welchen
417  ch_gr_0404.wav	die fragen werden eingeblendet und die astronauten erwidern mit ihrer antwort	die fragen werden eingebrennt und das ist auch erwiegeln mit einer antwort
1118  ch_bs_2609.wav	tom selbst sass jetzt am feuer und briet ein kaninchen	der kommissionssprecher der fikominderheit
986  ch_ag_0956.wav	somit müssen alle teilziele konjunktiv erfüllt sein um das hauptziel zu erfüllen	zummend mind allen tatsachen kann ich für fetziehungsweise umfage zu verfüllen
1141  ch_bs_0547.wav	die sp war vor zwölf jahren schon einmal am selben punkt wie heute	die spjusopsafraktion geht es vor zwei anderen kunden besehen
632  ch_zh_4074.wav	rezept für champignonomelett mit greyerzer auf essen und trinken	heute sagt verschambene mit kliar auf assan trinken
1205  ch_lu_0110.wav	es die angst vor einem dominoeffekt der den balkan wieder in gewalt versinken lassen könnte	das ist angst weil wir ein effekt der einen baukanntlich gewalt werden können
967  ch_ag_1080.wav	darauf war als ordenszeichen eine axt in karminrot gestickt	betroffen sie als organisation axdkaminiert gestrecht gewesen
472  ch_zh_1495.wav	sicher ist der überschuldete stahlproduzent braucht dringend neues geld	sicher ist die in den schülungen stellpredizentruck finden uns tage
154  ch_vs_2240.wav	als wir rüber sahen war sie gerade dabei ihn anzuschreien	haben wir auch wie gelegt haben ist sie gerade dabei gesehen herzuheren
1148  ch_bs_0382.wav	die ladiner stellen knapp vier prozent der bevölkerung südtirols	die ragierungstellen gnapp 4 prozent einer bevölkerung seit ruhi
310  ch_gr_1858.wav	deshalb erfordert der nassschnee auch eine spezielle technik bei der abfahrt	deshalb erfordert der massnahme als beziehligteschnungen abfällt
862  ch_sg_1620.wav	und dann ist da immer die assoziation mit dem basejumping	dann ist dieser immer gessetzesantrag mit dem 11 zemple
987  ch_ag_2199.wav	insbesondere in der deutschschweiz haben wir zu wenig plätze für ausländische fahrende	das gesamte andere argutzeit haben eine gesellpätze für als handelse fernde
234  ch_be_0925.wav	im nächsten jahr soll handtracking hinzukommen	der mastenlass von hand die schweckenden zukommen
562  ch_zh_3478.wav	die tore der berliner fallen dabei nach gütiger mithilfe der gastgeber	die grossen der belinien vorliegen aber nach jedigen mithilfe der gesteber
6  ch_vs_1942.wav	könnte dieser vorschlag die ahv für längere zeit stabilisieren	könnte den flüssen diesen helferinierungstabilisieren
20  ch_vs_2318.wav	sam bellamy ertrank nur zwei männer konnten sich retten	das sambeienmische ergreichen wir zu vernehmen und zu erfüllen
355  ch_gr_2007.wav	diese soll genutzt werden um die umgebung der erdbeeren zu erwärmen	das soll genutzt werden zum themenblock der arkt bern genutzt werden
1  ch_vs_0137.wav	die figur gilt als symbol für grenzenlose dummheit	für jeweils geht es um die ruhe vergrand verläufert gemägt
290  ch_be_2512.wav	sie schämte sich für ihre voreilige bemerkung	sie hätten für diese fahrwellung und den merkungen geschenkt
1107  ch_bs_1664.wav	austragung wurde england erstmals cricketweltmeister	austragung ist engangs angenommen
163  ch_vs_2730.wav	du verscheuchst die abdrücke wenn du so hastig zu werke gehst	diese verschichtetabtrick wenn diese hastung zu hacht ist
1114  ch_bs_2153.wav	die mühen hätten sich aber ausgezahlt heute sind seine schafe sicher	die möglichen beauszeichen kann hitzenschuft sichern
198  ch_be_1963.wav	und man solle endlich mit der subventionierung fossiler brennstoffe aufhören	man sollte eigentlich mit der subventionierung von fasilien grenztoffen auffahren
960  ch_ag_0371.wav	zu seinen schülern gehörten bernhard von langenbeck und louis stromeyer	die finanzierung haben den bernhard vom anderen konteristang allgezeigt
242  ch_be_2100.wav	komplexe verpackungen werden immer schwieriger zum entsorgen	komplexe verpacken werden immer schwieriger zu entsorgen verpacken
521  ch_zh_3678.wav	es ist immer in eile und blickt deshalb ständig auf seine goldene taschenuhr	ich habe hier im stess eine möglichkeit umständig auf seine görginge gassenhur
213  ch_be_1781.wav	du kehrst nie und auch sonst übernimmst du nichts im haus	sie wissen es nie und das ist ein genug schnitt einhauf
1001  ch_ag_1651.wav	klingler wird die schweiz auch im nächsten jahr an den olympischen spielen in tokio vertreten	gefünnen will zu kennen nächste sehen eben ich bin ein bill und pro cia vertreten
475  ch_zh_1442.wav	der massive gebrauch von dünger sei ein grund für das plus bei den stickoxiden	den asylgeblichverdingen seien im grund für es bluss bei das sticken gewesen
1098  ch_bs_1089.wav	die kinder lernen singen tanzen basteln malen etc	die kindern haben sinnen ganz einen passnehmung mullären so weiter
1259  ch_lu_0267.wav	er habe vor rund fünfzigtausend jahren auf der philippinischen insel luzon gelebt	er hatte vor und fünfzig gemeinden jahren auf der finanziellen entweg
916  ch_sg_2328.wav	die explodierende granate tötete den wal schneller	die expegieren gemeinden hat gemäss nicht gedreckt
751  ch_sg_2474.wav	meredith rast aus seinem büro zu seinem wagen	diese nehmen sie dann dass sie ihren gewissen lagen
1057  ch_ag_0404.wav	die fragen werden eingeblendet und die astronauten erwidern mit ihrer antwort	die fragen werden ungelandungen das rade er wieder immer gerantwort
790  ch_sg_2502.wav	reb hatte sich in seine decke gerollt und war ganz an die wand gerückt	die gemeinden hat sich in diesem saal gewende gekeckt
1242  ch_lu_1434.wav	die justiz in angola stand fast vierzig jahre lang im dienste der korruption	die justiz wangolen ist fast 4 jahre im dienst der korroption gestandheit
249  ch_be_0529.wav	der ausgang der ständeratswahl in genf ist noch offen	der ausgang der ständeratsmänner im genf ist offen
131  ch_vs_1359.wav	wir haben eine europäische union und europäische entwicklungen	wir haben einen peise mio franken passinker
245  ch_be_0298.wav	auch vollkornbrot mit butter und käse ist zulässig	was voll kommen gerade mit denkenkassen zulessen
1146  ch_bs_2581.wav	sie schwatzten noch ein paar minuten lang dann beendeten sie das gespräch	zum kleinen ehrheitsbehörden dann das ist gespräch
719  ch_sg_0896.wav	dieses update unternimmt mehrere wichtige schritte	dieser abteil ist die mehrheit wichtig das wort
460  ch_zh_1898.wav	um sie im arbeitsleben behalten zu können sei allerdings die wirtschaft gefordert	wir sind arbeitslagen viele phörte seien eben die wirtschaft geforderung
1202  ch_lu_1583.wav	der politologe marc bühlmann lebt im berner jura und kennt den konflikt	dem politilug marktiel mehr wegen des berner juras und könnte dann konflikt
1077  ch_ag_2603.wav	du erholst dich nicht so schnell wie du erwartest weil wir nicht die menge an blut haben die du brauchst	sie haben es sich nicht so sagen erwähnt in einem themengel blethandel den berufs
776  ch_sg_1194.wav	wir haben die dritte tropische nacht in folge	wir haben direkt trotzdem necht infrage
1041  ch_ag_0406.wav	die kinder sind auffallend blass und oft schon nach kleinen anstrengungen erschöpft	hinter sind auffällich passermassen es nach nicht massnahmen genau sept
89  ch_vs_2731.wav	auch der kater wurde von seinem lieblingsplatz verscheucht	wir verschiedenen jahren insplatz verschichten
90  ch_vs_2719.wav	wer seinen fuss ungebeten auf unsere insel setzt ist tot	wir sind ein faires und debatte für sinn setzt ist dort
599  ch_zh_0944.wav	die antarktis umfasst die um den südpol gelegenen land und meeresgebiete	sie entdarktiskeretranden mehres gebiet um das eidpolument
1225  ch_lu_0266.wav	der rektor der wirtschaftsschule kv baden jörg pfister gibt sich gelassen	die rechte der wirtsatz frau bagen ich habe festgegen zu erstassen
1244  ch_lu_2128.wav	in chur hat sich das stimmvolk für eine neue brambrüeschbahn ausgesprochen	in kuh hat ein stimmfach wenn neue trambrienspann aussprochen
1144  ch_bs_0235.wav	vor allem am samstag gibt es in den bergen lokale regenschauer	von einem entschieden der glokalen regeln
318  ch_gr_2376.wav	als man den brunnen noch nicht geschlossen hatte viel jemand herunter	wenn man dann noch nicht geschaffen hatte ist eine bedeblichkeit
959  ch_ag_1047.wav	die finanzierung des angebotes erfolgt durch sponsoren und bannerwerbung	die finanzierung des angebauts erfahlt der spannere und bangen werden
8  ch_vs_1771.wav	er kann nichts dafür es ist ihm halt eben aus der hand geglitten	eine erfüllungstrafier ist eine handlungsantrag
342  ch_gr_1534.wav	das wiederum passte aber nicht so recht ins bild der neutralen schweiz	die svp hat aber nicht zu recht ins geld der negalen schwiz pesst
126  ch_vs_0709.wav	seine beute sind vor allem kleinere wasservögel wie enten	sie haben beide empfehlen empfehlen was der regilenten
692  ch_sg_1829.wav	von schneeregen spricht man wenn es gleichzeitig regnet und schneit	zum mehrheit der rednerliste in die gleichzeitig reignung und snehmen
1172  ch_bs_0196.wav	wir helfen uns gegenseitig wir arbeiten in teams und wir sind flexibel	wir haben vonsgehen erfüllt muss auf einen zins und sinnvollziehen
1316  ch_lu_1147.wav	ein grosser teil darum von mittel und südeuropa sonniges und trockenes wetter	ich gross ergebe mit lange in diesem sommlungs und tröckweisungsweger
361  ch_gr_1056.wav	ausserdem hatte die stadt die höchste arbeitslosenquote im ganzen land	es hat gestadt einen hexten jahr aber zu lösen gehört diesem genzen land geben
1138  ch_bs_2378.wav	die junioren auf dem fussballplatz fielen dauernd hin	juna laufen fustagklatz sind die ganzig umkehrt
1055  ch_ag_1068.wav	die halbfinals wurden in hin und rückspiel das finale in einem spiel ausgetragen	die halfenansindehenden spielsweise nach alles bern ausgezahlt worden
941  ch_sg_2100.wav	komplexe verpackungen werden immer schwieriger zum entsorgen	komplexe der paketen werden unmassierungen zum nicht gesagt
337  ch_gr_1509.wav	wir sind die zukunft und wollen mitbestimmen sagt simon köstinger	wir sind die zukunft mitbestimmen zu sagen simon gestimmen
938  ch_sg_0065.wav	seine reifen drehten durch er rutschte zur seite	zu wir heifen es um durchgetreibe ist auf die seite gekürzt
678  ch_zh_2562.wav	aber noch während ich schreite löst christiane sich in luft auf	aber erwähntlich gesagt hat sich kristianien aufgelest
656  ch_zh_2951.wav	das sturmtief führte auch zu mehreren schäden am höchstspannungsnetz	das grundi haben mehrere sagen am hichtspannungsnitz gemacht
608  ch_zh_0011.wav	sie baut ein nest legt eier und füttert ihre jungen mit pollen	sie dorgenmassnahmen geht einer und fiederung in der jungen lipole
1035  ch_ag_1240.wav	wie verarbeiten syrische theaterschaffende den krieg in ihrer heimat	ich verabbag es ist ein krappesaffend über flugheire harmat
665  ch_zh_2774.wav	aus ihrer sicht handelt es sich um eine inakzeptable schwächung des artenschutzes	aus ihrer sicht ist sinnekzeptabe abschwächung des artgeschützes
1207  ch_lu_0662.wav	die grossmutter ass den kuchen und trank den wein und erholte sich wieder	als man sprechen hat er ruhe gegessen und ich weitgrunde und sich wieder erhalt
759  ch_sg_2662.wav	sie erzwang ein lächeln und hatte mühe ruhig zu atmen	sie hatten lasslätze von grossrätin und haben mich projekt 1 genommen
104  ch_vs_1827.wav	hochnebelfelder über dem flachland beidseits der alpen	hoffnabefeile über dem flachländlich beigenseiten von eup
976  ch_ag_2562.wav	aber noch während ich schreite löst christiane sich in luft auf	aber eine bänder für seige suben hat sich füsstzahn und auf darauf gepesst
610  ch_zh_2174.wav	gegenüber kassensturz äussert sie sich aufgrund des laufenden verfahrens nicht	die gegenüber den kanzenstück hat sie gegen den näfenden verfahren nicht gesagt
293  ch_be_1027.wav	die einrichtung eines nahverkehrs konnte keine rolle spielen	die einrichtung eines nähverkehrs hat keine rolle stellen
10  ch_vs_0335.wav	sie werden traditionell am donnerstag vor aschermittwoch verspeist	sie werden empfehlen diese statt vor also mittlich verspiegen
1043  ch_ag_2239.wav	der nis puk schrie ihn laut an und schwor sich zu rächen	denn ein bruck hat im laut angesehen und geschulen gehen sie sich hoffen werden
612  ch_zh_0762.wav	für die entsorgung gibt es professionell geführte kompostieranlagen	ich entsordnung ins präventionierte kompestieren anlagen
728  ch_sg_2716.wav	der asphalt war hart und uneben	das sollte das hand unternehmen gewesen
846  ch_sg_1383.wav	der kalte krieg stand an der wende	daher ist es an der wendungsstande
125  ch_vs_1370.wav	er will ungarn öffnen für geschäfte mit russland und china	wir möchten für die geschäfte mit grüssen dem kindern
527  ch_zh_1053.wav	zentrifugiert und gefiltert erhält man den klaren apfelsaft	das internifitierte empfiehlt kommt man bekämpfensaft über
395  ch_gr_0014.wav	sie stehen heute näher zum rathaus und dienen der offiziellen beflaggung	es geht die märz zum rathaus und die elender offiziellen beflegung
419  ch_gr_0376.wav	als jugendlicher wollte besson allerdings noch meeresbiologe werden	ein jungentlicher hat der besser allergiest noch mehr ein belog werden werden
1099  ch_bs_0552.wav	freitagmitternacht läuft die eingabefrist für die kandidaten ab	kinder und mit den rechtskräften eingoriffeststattkandidaten
1122  ch_bs_0962.wav	ein jäger wollte das tier erschiessen aber er verfehlte den hirsch	die ragierung jetzt realisiert hätten hier ein verfüllung
1068  ch_ag_0941.wav	die grössten städte englands sind london birmingham und manchester	der grosse stagt von einhalten zum granden berner und mansachten
103  ch_vs_2269.wav	er schüttete den eimer aus als würde er das schon seit jahren machen	ein teil mir ausgeschliesst haben wir jahre gast seine jahre machen
1064  ch_ag_2005.wav	benjamin dubois ist der leiter der blockchainabteilung von nestl	dann haben wir einen länder der praktion abteiler gemösten
519  ch_zh_1709.wav	unter dem kleinen verchromten waschbecken in der ecke fand er alkohol	unter dem feinen verfrommten nachher bäungen hätte auch kolk gefunden
958  ch_ag_2228.wav	verwandlung das theater verwandelt sich in einen angenehmen garten	die verwandlungstäter verwandtungen angenommenen garbei
1247  ch_lu_0717.wav	er hat sich zu einem eindrücklichen urwald vor den toren der stadt zürich entwickelt	er hat sich zu einem eindrickenverurwalt gegeben vor den stationentwickelt
452  ch_zh_2573.wav	du schubst und schubst und schubst jetzt schubsen wir zurück mehr nicht	diese schutz stimmt job schon für einen zurückgemehrheit
424  ch_zh_0827.wav	der typische masernhautausschlag folgt erst vier tage später	dort gibt es in einem sehr ruten schlag und erst gegenstecken
440  ch_zh_1913.wav	mehr als ein drittel der schweizer bevölkerung leidet unter newsarmut	wir haben ein wicklich dass dieses jetzt bevilkerung liegen nie serm hat
702  ch_sg_2298.wav	für das bügeln kommen handelsübliche bügeleisen zum einsatz	sie haben einen kanton bern sieblich den bigen liesen zum ehrsätzen
508  ch_zh_1655.wav	die usa sind beim acht zu null zu stark	die motion sind die echtszehnelung stark
488  ch_zh_1319.wav	das königshaus hat jedoch bis heute grossen einfluss auch in der politik	das keine ausgegeben bis heute viel einflüsse während der politik
1210  ch_lu_1540.wav	einerseits ist es schwierig für eine bewegung sich längerfristig zu organisieren	anderseits ist es schwierig können bewegung sich eine festig zu organisieren
948  ch_sg_1179.wav	auch über den britischen inseln dreizehn bis vierzehn grad	auch ich bitte sie insbesondere bis jahrzehnte
393  ch_gr_0941.wav	die grössten städte englands sind london birmingham und manchester	die gestern städte von inlänzen janten prleinheim und meinen steht
618  ch_zh_0986.wav	neben der personenbeförderung fand auch güterverkehr statt	neben der persönlichen beförderung haben augierten verkehrstatt gefünden
453  ch_zh_0402.wav	dazu werden spezielle farbraummetadaten übertragen	die tagenzuhe haben wir die spezielle fahrenden raum mitgegen die beträge
647  ch_zh_3109.wav	die jeweils zwanzigminütigen folgen sind emotional und packend	hier wissen zwanzig gemeinden vollgehen sind immerzinal und paking
781  ch_sg_1619.wav	im stream in der sport app sind sie ebenfalls live mit dabei	ins gehen in gespart sind vielleicht nicht dabei
523  ch_zh_3888.wav	anstatt über misserfolge zu jammern kann man sie auch annehmen und aus ihnen lernen	anschliessend wie ich verfügt sondern kann es ja aktuell aktuellen müssen sie lärmen
447  ch_zh_3137.wav	für viele anwohner war klar dass der kurzwellensender daran schuld war	für die finanzierung war es gehört dass den kurz zwangen geschült reist
683  ch_sg_2111.wav	die software erkennt in der stimme ob jemand traurig oder wütend ist	die schaftnerkänntung ein stimm ebenaturweg oder hessen ist
325  ch_gr_0401.wav	im falle der skelettmuskeln werden diese kräfte durch sehnen auf die knochen übertragen	um fälle dieses geht werden die geräfter seinen auf die genauen übertragen
655  ch_zh_2789.wav	in paris hoffen diana und dodi einen schönen abend zu verbringen	im pareis von für die annahme gegen darauf im sehr abing zu verdringen
983  ch_ag_0163.wav	geboren wurde dieser bund in künstler und theaterkreisen in prag mitte des neunzehn	der wauer als der bund fünster entlatenkals auch pagnöttlich vom 1 sapen
805  ch_sg_0895.wav	allerdings hat das unternehmen schon bislang cookies blockiert	allerdings hat es unterlängisch und bisher gruppsisprokräte
502  ch_zh_0211.wav	ende der achtziger jahre spielte ein weltweit bekannter fussballer beim st gallen	den 18 jahren haben wir die bekannten von spannergis am gale gesteht
1234  ch_lu_1391.wav	wir haben in brasilien ein fragmentiertes parlament die grösste fraktion hat zehn prozent der sitze	was ich habe ein pragment letztes parlament gestern fraktion zahlen und zu ende der sitz
62  ch_vs_0452.wav	bei einer variation des gefieders fehlt die schwarze sprenkelung und fleckung	ich habe eine relation des gef der viel zu sprenkung entwicklung
1193  ch_bs_1115.wav	also nützt er es aus dass apotheker die ganze nacht bereit sein müssen	ein solches taus ausgegeben geht die ganze aktnimmberatung
961  ch_ag_2200.wav	der sturm hatte bei gurtnellen ein stromkabel von einem starkstrommasten gerissen	das darum möchte die guchnehmen ein tomkablich eines stechstrummasten grissen
1027  ch_ag_0943.wav	die internationale raumstation ist das grösste künstliche objekt im erdorbit	die unternetzung eine aussatzung dass sich speist der kinderhalb beim arbeit
287  ch_be_0477.wav	im laufe der zeit gesellten sich diabetes und furunkel dazu	im jahr für die zeit haben sich die beges und verunken dazu gesagt
88  ch_vs_0126.wav	der ofen wird im jahr mehrfach zum backen von broten oder gebäck genutzt	trotzdem wir haben jahr mehrfach zu machen von die jäder gebäcke genutzt
984  ch_ag_0177.wav	wilde und unregelmässig gepflanzte sträucher bieten vielen tieren schutz und lebensraum	wenn die unter dem argument zum ausdruck für stichen bieten viele tierschötzen werden
15  ch_vs_0321.wav	die rundfahrt ist derzeit das einzige profietappenrennen in deutschland	die untfage ist derzeit einzig profiert abgelehnt
1266  ch_lu_0449.wav	alten traditionen zufolge bestand dieses khanat aus einem rechten und einem linken flügel	auch der grosse rat hat gekannt dass wir rechten und einem linken finden bestanden
414  ch_gr_1083.wav	franz bernhards vater war bäckermeister und landwirt im böhmerwald	am falls bernhard zum vater spechemaschter und grandwirkung demeral
1279  ch_lu_0663.wav	das rotkäppchen dachte dass sie nie wieder den weg verlassen wolle den sie eigentlich gehen sollte	die flughabe hat sich dank dass es niemand weg verlassen wollen was eigentlich sei
112  ch_vs_1600.wav	sie bezwangen am montagmorgen russland zehn zu sechs	sie haben den hintergenügend betreffend die gemeinden
340  ch_gr_0170.wav	dass ich dich besser fressen kann sagte der wolf und ass auch das rotkäppchen	das sind die besserverstressen können hätten wohl gesagt und auch das ratgäbe aufgegessen
804  ch_sg_0881.wav	auch unter den jüngsten masernfällen in der schweiz seien eingeschleppte erreger	auch entstehenden neuen fällen das später in die schnepptjährige
910  ch_sg_0488.wav	das gefieder ist allgemein dunkel blaugrau	aufgegen ist es eigenmein dumkehr blau geben
186  ch_be_0857.wav	ein genauer pfad des hurrikans lässt sich aber nicht vorhersagen	eine knauer pflege der heikin lässt sich eben nicht voraussagen
820  ch_sg_1744.wav	einige jugendliche wühlten in eimern mit malaysischen mikrochips	ein beiüben geht keine wehrung in den kindern nicht nein es zumikengesetz
253  ch_be_0515.wav	sogar menschen die täglich mit seiden arbeiten versagen gelegentlich	sagen nein sollen täglich nuch zu schaffen und sagen manchmal
58  ch_vs_2251.wav	bis ich wieder geld zum einkaufen habe sind meine schuhe schon längst ausgetragen	es ist für den weg zu mich fällen also minische ches von langstissen betragen
1038  ch_ag_2205.wav	zudem sollen sie zum teil über operationssäle für ambulante eingriffe verfügen	vergangen sollen sie das im pall über den prationssändern vor allem anderen auch verlegen
553  ch_zh_3450.wav	auch die gebäudetechniker in arbon setzen auf die eigene lehrlingsausbildung	die aktgebäudekechnik haben setzlich gelegene rehlen seinens bildung
723  ch_sg_1223.wav	vor allem westeuropa und nordeuropa ist davon betroffen	vor allem westag grossrätin grossrätin ist devon betroffen
588  ch_zh_1131.wav	sie war die enkelin von bettina und achim von arnim	sie ist enking der regierung auch kinder von arwinnern
584  ch_zh_3915.wav	übliche beilagen sind sauerkraut kartoffelbrei oder brot	die gleichen beiden ragen sind zur kruhegikfistacken gebrücke
1227  ch_lu_0500.wav	zusammen mit das bo kam dann als dritte singlewie geil ist das denn	zusammenhang mehr sbau ist sanivirtausinmer wie gar ist das und sich kommen
416  ch_gr_2575.wav	es war als hätte man ein denkmal vom sockel geschubst	es war keine gemachten aus denkmal von zurückgezogen
